sample_id,timestamp,run_hours,cycle_number,cathode_catalyst,anode_catalyst,Pt_at%,Co_at%,Ni_at%,Pd_at%,Ir_at%,graphene_support_%,TiO2_support_%,CeO2_support_%,gC3N4_support_%,C_support_%,total_metal_loading_%,BET_surface_area_m2_g,membrane_type,active_area_cm2,electrolyte,voltage_V,operating_pressure_bar,current_density_mA_cm2,voltage_efficiency_%,faradaic_efficiency_CH3OH_%,degradation_rate_per_hour,cumulative_degradation_%,voltage_drift_24h,metal_support_ratio,catalyst_complexity_index,voltage_stability_index,failure_risk_level,maintenance_needed
MEA_0353,2024-03-29 0:00,2113,353,Pt/C,,83.5,48.8,30.4,36.9,41.2,46.7,68.4,55.1,27.9,10.8,1.22,30.3,Nafion 211,10,Buffer+1M KCl,1.72,2.6,48.21,73.4,32.9,0.004313,748.210883,0.004,0.006,4,0.699,normal,0
MEA_0354,2024-03-29 6:00,2119,354,Carbon Paper,IrO2,98.4,43.1,62,15.8,87.1,48.2,94.9,15.3,93.1,87.6,8.36,54.4,PEM,5,0.5M H2SO4,2.4,0.9,45.6,45.7,69.1,0.00432,757.364963,-0.007,0.033,4,0.698,normal,0
MEA_0355,2024-03-29 12:00,2125,355,Carbon Paper,IrO2,52.6,57.3,77.2,32.2,63.1,84.1,14.3,72.8,2.5,78.3,4.56,42,PEM,5,0.5M H2SO4,2.06,2.8,31.9,86,43.3,-0.000855,755.548088,0.0001,0.026,4,0.921,warning,1
MEA_0356,2024-03-29 18:00,2131,356,Pt/Graphite,,17.2,1.1,16.3,19.8,53.3,22.1,38.2,60,69.7,16.8,6.16,91,Nafion 212,1,1M KOH,2.12,1.4,29.41,84.8,34.9,0.001297,758.311995,0.0014,0.032,4,0.885,warning,1
MEA_0357,2024-03-30 0:00,2137,357,Pt-Co/TiO2/g-C3N4,IrO2,27.2,11.7,41.9,35.7,11.5,38.1,55.5,73.1,72.5,51.2,1.35,23.2,PEM,5,1M KOH,1.3,1.4,19.13,69.3,48,0.002158,762.923641,0.004,0.006,4,0.823,normal,0
MEA_0358,2024-03-30 6:00,2143,358,Carbon Paper,RuO2,1.8,0.5,23,10,60.6,80.8,7.7,77,83.6,48.7,3.7,93.1,Nafion 212,5,0.5M H2SO4,2.17,2.8,1.9,47.8,43.5,0.00307,769.502651,0.004,0.015,4,0.765,normal,0
MEA_0359,2024-03-30 12:00,2149,359,Pt/C,IrO2,91.4,38.8,63.4,44.5,11.7,82.4,0.4,97.5,97.4,62.5,1.35,86.6,Nafion 212,10,0.5M H2SO4,2.25,1.8,7.25,41.4,63.1,0.000717,771.043484,-0.0023,0.005,4,0.933,warning,1
MEA_0360,2024-03-30 18:00,2155,360,Pt-Ni/TiO2/CeO2,RuO2,11.8,53.9,46.2,14.4,33.7,38.5,67,57.4,97.6,94.6,9.63,43.8,Nafion 211,20,0.5M Na2CO3,1.54,0.8,37.96,83.8,51.4,0.000513,772.148999,0.0155,0.037,4,0.951,normal,0
MEA_0361,2024-03-31 0:00,2161,361,Pt-Ru/g-C3N4,RuO2,57.7,14.6,50.8,18.4,14.3,45.9,64.2,34.2,6.5,58,8.17,83.1,PEM,10,Buffer+1M KCl,1.32,1.4,24.11,73,88,0.001288,774.932367,0.0007,0.054,4,0.886,normal,0
MEA_0362,2024-03-31 6:00,2167,362,Pt/C,,27.4,55.6,63.8,2.9,69.2,30.3,41.1,64.8,82.2,54,4.87,22.5,Nafion 211,20,0.5M Na2CO3,1.58,2.3,8.34,79.1,87.8,0.002006,779.279369,-0.0031,0.022,4,0.833,warning,1
MEA_0363,2024-03-31 12:00,2173,363,Pt/C,IrO2,55.4,3.6,31.7,5.6,20.6,93.3,49,6.8,64.6,5,2.62,97.3,Nafion 212,10,1M KOH,2.11,0.9,13.93,56.7,56.6,0.004707,789.50768,-0.0047,0.012,4,0.68,normal,0
MEA_0364,2024-03-31 18:00,2179,364,Pt-Co/TiO2/g-C3N4,,65.1,56.1,73.2,25.8,39.2,11.9,41.5,89.7,64.7,6.3,9.37,62.1,Nafion 212,1,1M KOH,1.63,2,47.44,68,77.7,0.003573,797.293247,-0.0003,0.045,4,0.737,normal,0
MEA_0365,2024-04-01 0:00,2185,365,Pt/Graphite,IrO2,83,21.1,42.6,13.4,89.6,93.4,2.4,11.9,12.8,18.7,3.77,44.3,Nafion 212,5,0.5M Na2CO3,2.1,2.2,18.99,81.1,30.8,0.001576,800.736807,-0.008,0.031,4,0.864,normal,0
MEA_0366,2024-04-01 6:00,2191,366,Pt/Graphite,IrO2,20.6,6.1,12.6,41.8,20.4,68.4,33.5,32.8,65,3.2,2.03,49,AEM-Sustainion X37,20,Buffer+1M KCl,1.17,1.4,45.48,65.4,62.9,-0.000674,799.260073,-0.009,0.01,4,0.937,normal,0
MEA_0367,2024-04-01 12:00,2197,367,40wt%_Pt/C,NiFeO2,1.1,29.2,55.7,0.7,50.8,53.2,17.7,81.6,98.2,74.3,5.85,25.3,AEM-Sustainion X37,1,0.5M H2SO4,2.21,2.2,15.93,73.1,74.6,1.10E-05,799.28424,0.0082,0.023,4,0.999,critical,1
MEA_0368,2024-04-01 18:00,2203,368,Pt-Co/TiO2/g-C3N4,IrO2,13.7,15.4,63.5,19,41.9,3.3,9.8,59.7,91.2,72.3,9.47,99.1,AEM-Sustainion X37,5,0.5M Na2CO3,1.38,2.7,27.62,83.4,43,0.001736,803.108648,0.0086,0.058,4,0.852,normal,0
MEA_0369,2024-04-02 0:00,2209,369,Pt-Ni/TiO2/CeO2,,90,17.1,25.3,16.9,1.8,47.6,95.7,39.4,43.9,13.6,0.54,23.1,Nafion 211,5,1M KOH,1.37,1.7,2,51.8,33.7,0.003883,811.686195,0.0059,0.002,4,0.72,critical,1
MEA_0370,2024-04-02 6:00,2215,370,Pt/Graphite,RuO2,87.4,18.4,68.6,1,79.3,40.8,59.9,47.3,4,83.6,2.76,72.4,Nafion 212,5,Buffer+1M KCl,1.89,1.5,26.57,43.6,39.4,0.001284,814.530255,0.0129,0.018,4,0.886,normal,0
MEA_0371,2024-04-02 12:00,2221,371,Pt-Ru/g-C3N4,IrO2,59.7,48.2,72.5,6.2,6.9,16.1,72.9,85.5,36.2,15.5,9.42,55.4,PEM,10,1M KOH,1.11,1.1,32.21,69.3,56.5,0.002231,819.485306,-0.0088,0.045,4,0.818,normal,0
MEA_0372,2024-04-02 18:00,2227,372,Carbon Paper,NiFeO2,60.1,32.3,22.2,20.7,47.4,65.6,31.5,34,82.6,30.1,2.13,95.9,Nafion 211,1,Buffer+1M KCl,1.04,2,12.48,43.4,60.4,0.004351,829.174983,0.0181,0.01,4,0.697,normal,0
MEA_0373,2024-04-03 0:00,2233,373,Pt-Co/TiO2/g-C3N4,,66.5,18.7,78.7,24.6,56.1,97.1,39.3,87,70.1,24.9,1.58,39.7,Nafion 211,1,Buffer+1M KCl,1.39,2.7,29.37,82.2,52.9,0.004483,839.185522,-0.0071,0.005,4,0.69,normal,0
MEA_0374,2024-04-03 6:00,2239,374,Carbon Paper,IrO2,17.5,36.6,11.3,20.2,62.8,56.2,23.7,8.8,45.9,37.2,5.92,62.6,Nafion 211,5,Buffer+1M KCl,1.81,1.3,32.71,79.6,56.4,0.000295,839.846027,0.0102,0.044,4,0.971,normal,0
MEA_0375,2024-04-03 12:00,2245,375,Pt/C,,91.4,43,16.2,26.5,68.9,71.5,9.7,77.7,5.5,25.5,8.69,58.6,PEM,20,0.5M Na2CO3,2.36,1.5,34.66,88.5,58.2,-0.000738,838.189217,-0.006,0.053,4,0.931,normal,0
MEA_0376,2024-04-03 18:00,2251,376,Pt-Ru/g-C3N4,NiFeO2,41.9,16.4,14.7,29.8,25.3,6.8,17.9,84.8,42.7,48.9,5.03,76.2,Nafion 212,1,0.5M Na2CO3,2.27,1.5,39.04,75.2,76.2,0.000832,840.062049,0.0164,0.033,4,0.923,warning,1
MEA_0377,2024-04-04 0:00,2257,377,Pt-Ru/g-C3N4,NiFeO2,38.3,24.8,71.5,0.5,1,41.8,79.8,18.2,46.9,40.7,9.95,25.4,AEM-Sustainion X37,10,0.5M Na2CO3,1.74,1.9,16.26,43.7,36.3,0.003175,847.228024,0.0053,0.053,4,0.759,critical,1
MEA_0378,2024-04-04 6:00,2263,378,Pt/C,,51.9,7.3,52.3,23.2,72.3,11.6,67.8,43,92.9,98.7,6.95,35.5,Nafion 212,20,Buffer+1M KCl,1.06,1.1,28.82,53.9,76.1,0.004707,857.879965,-0.0075,0.032,4,0.68,normal,0
MEA_0379,2024-04-04 12:00,2269,379,Pt-Co/TiO2/g-C3N4,IrO2,4.7,10.9,12.2,48.2,53.6,61.3,54.7,16.5,64.1,5.6,1.2,37.2,Nafion 212,20,Buffer+1M KCl,1.8,2.6,49.1,84.4,71.3,-0.000538,856.659243,0.0085,0.006,4,0.949,normal,0
MEA_0380,2024-04-04 18:00,2275,380,Pt/C,RuO2,16.6,40.9,35.2,26,83.6,93.8,47.5,70.7,31.2,14.2,9.93,79.1,Nafion 211,20,1M KOH,2.06,1.2,45.01,49.2,74.5,-0.000829,854.773268,-0.0097,0.041,4,0.923,warning,1
MEA_0381,2024-04-05 0:00,2281,381,Carbon Paper,NiFeO2,73.8,10.9,49.2,33.9,82.1,66.2,92.2,53.5,52.5,5.3,4.37,35.1,Nafion 211,20,0.5M H2SO4,1.51,2.3,47.68,78.4,74.1,0.004305,864.592973,0.0133,0.017,4,0.699,normal,0
MEA_0382,2024-04-05 6:00,2287,382,40wt%_Pt/C,IrO2,8.3,31.5,6.7,15.6,84.3,7.7,7.3,63.5,6.6,62.6,3.23,65.9,Nafion 211,1,0.5M Na2CO3,1.17,1.8,19.92,82.9,58.2,0.003489,872.572316,0.0095,0.038,4,0.741,normal,0
MEA_0383,2024-04-05 12:00,2293,383,Pt-Ru/g-C3N4,IrO2,60.3,42.5,70.6,38.7,48.5,35.5,28.1,19.6,97.3,5.5,5.8,37.2,AEM-Sustainion X37,5,Buffer+1M KCl,1.42,2,39.56,58.2,42.7,0.004953,883.929545,-0.0036,0.032,4,0.669,critical,1
MEA_0384,2024-04-05 18:00,2299,384,Pd-Ni/CeO2,RuO2,24.5,6.4,64.3,38.6,33.4,55.1,35,21.2,36,83.6,3.39,88.9,AEM-Sustainion X37,20,1M KOH,2.16,0.9,31.37,57.7,62.2,0.001381,887.104464,0.0012,0.023,4,0.879,normal,0
MEA_0385,2024-04-06 0:00,2305,385,Pd-Ni/CeO2,NiFeO2,38.9,34,40.4,26.1,79.2,40.3,78.2,4.1,47.8,51.2,1.32,95.4,AEM-Sustainion X37,10,1M KOH,1.53,2.3,5.05,70.7,87.5,0.001496,890.552744,-0.0098,0.008,4,0.87,normal,0
MEA_0386,2024-04-06 6:00,2311,386,Carbon Paper,NiFeO2,28.9,15.4,77.4,48.8,45.1,83.4,99.3,32.2,35.5,52.7,0.51,61.5,Nafion 212,10,1M KOH,2.22,1,41.38,87.4,65.3,3.40E-05,890.631318,0.0108,0.002,4,0.997,normal,0
MEA_0387,2024-04-06 12:00,2317,387,Pt-Ni/TiO2/CeO2,IrO2,35.6,57.8,33.4,6.3,18.3,81.5,24.1,56,68.3,56.2,4.77,48.2,Nafion 211,5,0.5M Na2CO3,1.48,0.8,34.18,52.3,30.7,-0.000305,889.924633,-0.0003,0.021,4,0.97,normal,0
MEA_0388,2024-04-06 18:00,2323,388,Pt/Graphite,IrO2,71.9,29,78.7,0.8,85.5,61.2,87.4,85.8,66.2,17.1,8.45,38.7,PEM,1,0.5M Na2CO3,1.25,1.9,10.75,91.8,33.6,0.002472,895.667089,0.0071,0.028,4,0.802,normal,0
MEA_0389,2024-04-07 0:00,2329,389,Pt/C,RuO2,29.7,48.4,53.4,38.5,88.3,37.3,83.1,66.7,71.5,19.8,5.94,24,Nafion 212,5,0.5M H2SO4,1.65,2.3,4.91,73,89.6,0.001186,898.429283,0.0187,0.023,4,0.894,normal,0
MEA_0390,2024-04-07 6:00,2335,390,Pt/C,RuO2,56.6,33,50.8,40.4,46.6,25.5,22.5,43.5,26.8,31.9,9.99,41.5,AEM-Sustainion X37,20,1M KOH,1.68,0.6,42.01,94.6,34.3,-0.000518,897.219753,-0.001,0.084,4,0.951,critical,1
MEA_0391,2024-04-07 12:00,2341,391,Pt-Ni/TiO2/CeO2,NiFeO2,47.6,2.6,13.3,6,7.6,10.6,39.9,95.3,31.6,59.3,3.23,72.3,PEM,1,0.5M Na2CO3,1.02,0.7,4.87,44.9,32.8,0.004322,907.337555,0.0197,0.018,4,0.698,normal,0
MEA_0392,2024-04-07 18:00,2347,392,Pt-Ni/TiO2/CeO2,,66.4,38,70.6,13.3,38.8,35.5,41,71.9,12.5,21,3.16,62.7,PEM,1,1M KOH,1.18,2.5,5.48,47,51.2,0.00019,907.783485,0.009,0.02,4,0.981,normal,0
MEA_0393,2024-04-08 0:00,2353,393,Carbon Paper,NiFeO2,93.7,57.1,34.2,0.9,80.4,41.3,97.8,93,65.6,11.6,2.02,95.5,Nafion 211,20,Buffer+1M KCl,1.28,2.5,21.94,85.5,88.2,0.003492,916.000161,-0.0027,0.007,4,0.741,normal,0
MEA_0394,2024-04-08 6:00,2359,394,Carbon Paper,IrO2,73.3,36.1,13,14.7,90.2,67.6,18.1,52.8,4,97,2.06,51.7,PEM,10,1M KOH,1.17,1.1,7.61,87.6,49.1,0.000693,917.634948,0.0031,0.014,4,0.935,warning,1
MEA_0395,2024-04-08 12:00,2365,395,Pt-Ni/TiO2/CeO2,NiFeO2,21.5,49.2,1,38.7,20.3,65.8,79.9,25.9,59.8,2.2,3.21,75.5,AEM-Sustainion X37,20,0.5M H2SO4,1.51,2,45.77,64.5,54.6,0.003877,926.804053,0.0122,0.014,4,0.721,critical,1
MEA_0396,2024-04-08 18:00,2371,396,Pt-Ru/g-C3N4,,3.1,53.1,44.8,25.9,6.7,7,33.4,5.3,87,80.3,8.03,59.1,Nafion 211,5,0.5M Na2CO3,2.45,1.6,24.04,79.3,68,-0.00029,926.116463,0.0034,0.06,4,0.972,warning,1
MEA_0397,2024-04-09 0:00,2377,397,Carbon Paper,RuO2,26.2,13.7,42.2,17.4,87.7,39.5,73.1,72.6,89.1,78.8,9.1,61,PEM,20,Buffer+1M KCl,1.76,2.1,28.89,87.7,31.4,0.003536,934.521535,-0.0079,0.033,4,0.739,normal,0
MEA_0398,2024-04-09 6:00,2383,398,40wt%_Pt/C,,59.5,12.7,57.5,18.6,38.9,18.2,42,12.1,44.9,29.7,9.76,41.4,Nafion 211,10,0.5M Na2CO3,1.94,2.7,46.48,42.4,83.9,-0.000411,933.542122,-0.0049,0.083,4,0.961,critical,1
MEA_0399,2024-04-09 12:00,2389,399,Carbon Paper,,5.1,36.7,71.2,0.1,54.2,15.7,57.8,30.3,45.9,13.6,2.71,56.4,PEM,20,Buffer+1M KCl,1.53,0.7,26.98,71.6,61.2,0.001681,937.558031,0.0137,0.018,4,0.856,normal,0
MEA_0400,2024-04-09 18:00,2395,400,Pt/C,,49.6,24.7,6.4,15,96.8,82.7,83.3,53.2,7.7,14.6,8.87,57.7,Nafion 212,5,1M KOH,1.49,2.4,18.33,86.9,58,0.003404,945.710611,0.0095,0.039,4,0.746,normal,0
MEA_0401,2024-04-10 0:00,2401,401,Carbon Paper,RuO2,59.7,50.4,58.5,32.3,6.7,4.2,80.4,56.4,67.1,69.7,3.62,76.5,Nafion 212,5,1M KOH,1.03,1.7,40.06,61.9,81.6,3.90E-05,945.80425,0.0071,0.017,4,0.996,normal,0
MEA_0402,2024-04-10 6:00,2407,402,Pt-Ru/g-C3N4,,33.4,54,15,48.7,64.8,41.9,86.6,60.1,82.1,64.3,1.57,95.3,AEM-Sustainion X37,10,0.5M H2SO4,1.75,1.9,22.7,56.6,87.2,0.000714,947.522848,-0.005,0.006,4,0.933,normal,0
MEA_0403,2024-04-10 12:00,2413,403,Pt-Ni/TiO2/CeO2,,77.1,21.2,68.7,42.4,7.4,16.8,6,16.6,24.5,78.3,8.77,46.3,Nafion 212,5,0.5M H2SO4,1.73,2.1,16.61,83.8,55.4,0.004189,957.630905,0.0151,0.137,4,0.705,warning,1
MEA_0404,2024-04-10 18:00,2419,404,Pt/C,,10.7,14.2,65.5,1.2,37.5,87.9,69.2,38,42.1,93.7,6.54,23.4,Nafion 212,5,Buffer+1M KCl,1.24,2.8,36.44,58.5,40.3,0.004311,968.059214,0.0188,0.028,4,0.699,normal,0
MEA_0405,2024-04-11 0:00,2425,405,Carbon Paper,IrO2,7.5,46.8,43.3,44.9,80.4,55.7,14,61.7,83.9,69.2,2.06,59.7,Nafion 212,20,0.5M H2SO4,2.15,0.6,40.28,40.2,78.9,-0.00073,966.288964,-0.0088,0.01,4,0.932,normal,0
MEA_0406,2024-04-11 6:00,2431,406,Pt-Ru/g-C3N4,,72.8,16.5,56.8,39.2,43.3,23.1,41.6,97,87.7,15.6,4.58,63.6,PEM,1,0.5M H2SO4,1.74,0.6,39.79,92.8,54.2,9.00E-06,966.310843,-0.0077,0.018,4,0.999,normal,0
MEA_0407,2024-04-11 12:00,2437,407,40wt%_Pt/C,RuO2,49.5,49.4,25.1,39,99.7,50.2,54.9,72.8,24.3,24.3,3.23,33.5,PEM,5,0.5M H2SO4,1.51,0.9,48.91,72.6,86.1,-0.000295,965.591928,0.0165,0.016,4,0.971,normal,0
MEA_0408,2024-04-11 18:00,2443,408,Carbon Paper,,68.8,25.4,37.7,22.9,55.9,73.1,40.3,92.3,55.1,84.2,7.5,80.8,Nafion 211,5,0.5M H2SO4,1.22,3,39.55,85.1,87,7.80E-05,965.782482,0.0145,0.029,4,0.992,normal,0
MEA_0409,2024-04-12 0:00,2449,409,Pt-Ru/g-C3N4,,43.5,40.1,65.7,19.9,32.1,95.8,52,76.2,19.2,20.9,4.81,98.8,PEM,10,1M KOH,1.83,2.3,38.73,85.4,36.9,0.004821,977.589111,0.0085,0.02,4,0.675,normal,0
MEA_0410,2024-04-12 6:00,2455,410,40wt%_Pt/C,RuO2,24.6,5.7,36.7,15.1,22,22,99.7,59.2,10.2,7.3,9.9,95.7,Nafion 212,10,0.5M H2SO4,2.13,2,43.02,43.7,87.4,0.00231,983.260161,0.0183,0.052,4,0.812,normal,0
MEA_0411,2024-04-12 12:00,2461,411,Pt-Ni/TiO2/CeO2,,81.9,37.4,28.6,3.3,35.1,88.6,13.5,19.2,91.1,70.3,1.02,35.8,PEM,20,1M KOH,1.42,0.6,1.01,49.4,52.1,0.001809,987.71211,0.0094,0.005,4,0.847,normal,0
MEA_0412,2024-04-12 18:00,2467,412,Carbon Paper,RuO2,79.9,27.1,39.5,11.4,37.3,93.4,67.5,66.7,82.1,40.3,3.87,90,AEM-Sustainion X37,20,1M KOH,1.33,2.7,18.76,57.1,68.8,0.004907,999.817679,-0.0035,0.012,4,0.671,warning,1
MEA_0413,2024-04-13 0:00,2473,413,40wt%_Pt/C,,69.5,35.2,66.3,12.3,6.9,91.6,39.6,62.3,76,92,5.08,76.4,Nafion 211,5,0.5M Na2CO3,1.78,2.5,37.14,57.6,32.1,0.002342,1005.609445,0.0119,0.019,4,0.81,critical,1
MEA_0414,2024-04-13 6:00,2479,414,Pt/C,RuO2,27.2,10.1,26.8,24.2,37,63.5,13.3,60.2,4.9,65,5.28,56.3,Nafion 211,1,1M KOH,1.23,2.2,30.39,76.2,83.3,0.002967,1012.964638,0.0094,0.037,4,0.771,critical,1
MEA_0415,2024-04-13 12:00,2485,415,Pt-Ni/TiO2/CeO2,,59,44.2,13.9,37.4,46.4,63,15.9,49,84.4,9,3.5,63.2,PEM,1,1M KOH,2,1.3,9.7,74.3,68.5,0.000997,1015.442183,0.0196,0.016,4,0.909,warning,1
MEA_0416,2024-04-13 18:00,2491,416,Pt/C,,36.1,51.8,57,23.7,72.3,40.3,94.9,52.9,43.8,94.8,7.43,88,Nafion 212,20,0.5M H2SO4,1.91,0.7,15.88,67.2,68.6,0.001293,1018.663046,-0.0036,0.032,4,0.886,normal,0
MEA_0417,2024-04-14 0:00,2497,417,Pd-Ni/CeO2,IrO2,9.2,13,66.1,2.9,65.7,75.2,88,33.4,34.2,25.9,8.81,58.4,Nafion 211,10,1M KOH,1.13,2,17.5,51.6,84.1,0.002566,1025.070348,0.0079,0.038,4,0.796,warning,1
MEA_0418,2024-04-14 6:00,2503,418,Pt-Co/TiO2/g-C3N4,IrO2,91.7,5.7,8.1,47.9,70.9,53.1,90.7,51.9,54.6,33.7,9.42,49.9,AEM-Sustainion X37,5,Buffer+1M KCl,1.05,2.3,28.82,61,60.5,-0.000581,1023.616105,0.0134,0.038,4,0.945,normal,0
MEA_0419,2024-04-14 12:00,2509,419,Carbon Paper,,13.7,1.4,19.2,47.1,0.8,67.7,99.2,19.8,9.1,40.2,8.15,59.5,AEM-Sustainion X37,5,0.5M H2SO4,1.93,0.7,41.75,69.9,54.6,0.000535,1024.95842,0.0002,0.042,4,0.949,warning,1
MEA_0420,2024-04-14 18:00,2515,420,40wt%_Pt/C,,95,38.5,11.4,39.3,21.8,42.8,20.8,80.5,75.7,5.1,8.58,66.3,Nafion 211,1,0.5M H2SO4,1.44,2.1,46.69,65.7,82,0.000181,1025.413635,0.0014,0.039,4,0.982,normal,0
MEA_0421,2024-04-15 0:00,2521,421,Pt-Co/TiO2/g-C3N4,NiFeO2,44.6,36.4,27.8,49.6,66.2,73.1,35.5,18.6,58.2,49.7,5.73,35.1,Nafion 212,20,0.5M H2SO4,1.13,1.2,37.75,47,74.5,-0.000905,1023.13213,0.0166,0.031,4,0.917,warning,1
MEA_0422,2024-04-15 6:00,2527,422,Pt-Co/TiO2/g-C3N4,RuO2,18.5,32.8,36,27.2,48.4,82.4,66.9,8.5,18.7,12.3,8.35,92.1,Nafion 212,1,0.5M Na2CO3,2.14,2.4,42.3,75.7,86.9,0.002221,1028.744597,0.0021,0.047,4,0.818,normal,0
MEA_0423,2024-04-15 12:00,2533,423,40wt%_Pt/C,NiFeO2,54.2,13.9,59.9,48.1,0.5,14.6,48.4,43.6,18.8,40.1,3.38,73.9,PEM,1,0.5M H2SO4,1.47,1.8,24.03,44,86.4,0.002366,1034.737675,0.0087,0.027,4,0.809,normal,0
MEA_0424,2024-04-15 18:00,2539,424,Pt-Ni/TiO2/CeO2,IrO2,87.3,23.5,52.1,3.8,80.4,83.3,41.8,65.8,18.4,35.1,4.29,70.7,PEM,20,1M KOH,1.69,0.8,20.1,60.8,52.9,0.001304,1038.048531,0.0167,0.02,4,0.885,normal,0
MEA_0425,2024-04-16 0:00,2545,425,Carbon Paper,IrO2,73.2,35.7,49.7,18.3,77.3,54,35.8,43.8,5.7,77.3,3.51,28,Nafion 211,10,Buffer+1M KCl,1.36,1.8,20.24,79.1,56.8,0.000612,1039.606071,-0.0037,0.025,4,0.942,normal,0
MEA_0426,2024-04-16 6:00,2551,426,Pd-Ni/CeO2,IrO2,80.7,29.8,28.2,11.3,54.8,84.5,59.4,27.7,58.8,80.3,4.94,68.3,PEM,5,0.5M H2SO4,1.94,1.5,31.19,41.1,45.4,0.002912,1047.034583,0.0195,0.021,4,0.774,critical,1
MEA_0427,2024-04-16 12:00,2557,427,Pt/C,IrO2,65.9,59.3,67.3,9.8,6.6,43.1,57.6,55.8,84,15.3,3.21,29.7,PEM,10,0.5M H2SO4,1.45,1,7.09,71.3,69.6,-0.000192,1046.543639,0.0111,0.013,4,0.981,normal,0
MEA_0428,2024-04-16 18:00,2563,428,Pt-Ru/g-C3N4,,69.2,8.2,37.7,7,76.7,37.9,16.1,34.7,1.7,36.7,9.64,26.3,PEM,20,Buffer+1M KCl,2.45,2.6,29.4,58.4,51.9,0.002112,1051.956695,0.0049,0.107,4,0.826,normal,0
MEA_0429,2024-04-17 0:00,2569,429,Pt/C,IrO2,84.9,41.7,78.3,31.1,58.4,91.5,47.2,93.3,4.9,37.3,3.47,62.2,AEM-Sustainion X37,20,0.5M H2SO4,2.05,0.5,33.59,40.5,77.2,0.003608,1061.225647,0.0029,0.015,4,0.735,critical,1
MEA_0430,2024-04-17 6:00,2575,430,Pt-Ru/g-C3N4,,25,24.3,50.7,39.1,78.2,25.1,55.3,92.3,57.3,15.1,1.43,52.2,PEM,5,0.5M Na2CO3,1.21,1.3,22.51,50.5,37.3,-1.40E-05,1061.189597,0.0186,0.006,4,0.999,normal,0
MEA_0431,2024-04-17 12:00,2581,431,Pt/C,,48.9,25.7,10.1,28.9,75.2,84.4,57,50.2,81.9,79.8,5.5,67.1,Nafion 211,10,1M KOH,1.63,0.5,47.71,91.8,37,0.00352,1070.274717,-0.0038,0.02,4,0.74,normal,0
MEA_0432,2024-04-17 18:00,2587,432,40wt%_Pt/C,IrO2,22.1,43.1,54.1,7.3,80.3,48.4,21,32.8,32.7,70.7,1.04,27.1,Nafion 212,5,Buffer+1M KCl,1.58,0.7,30.8,68.7,42.3,0.003565,1079.497372,-0.0006,0.008,4,0.737,normal,0
MEA_0433,2024-04-18 0:00,2593,433,Pd-Ni/CeO2,IrO2,98.8,41.5,26,40.6,51.8,51.4,74.2,73.7,35,19,1.55,54.5,PEM,1,Buffer+1M KCl,1.8,1.2,11.78,94.8,35.1,-0.00064,1077.837852,-0.0008,0.007,4,0.94,normal,0
MEA_0434,2024-04-18 6:00,2599,434,Carbon Paper,RuO2,94.4,59.5,54.9,31.8,14,30.8,2.5,3.7,59.6,36.7,2.58,34,Nafion 212,1,0.5M Na2CO3,2.26,0.6,24.48,68.9,67.2,-0.000887,1075.532539,-0.0013,0.027,4,0.919,warning,1
MEA_0435,2024-04-18 12:00,2605,435,Pt-Ru/g-C3N4,NiFeO2,3.9,7.7,5.6,19.4,67.1,57.3,35.5,47.5,27.4,10.6,4.91,99,PEM,1,1M KOH,1.88,2,34.09,69.9,38.8,0.004844,1088.151159,0.0041,0.029,4,0.674,warning,1
MEA_0436,2024-04-18 18:00,2611,436,Carbon Paper,IrO2,70.6,6.2,14,33.7,62,32.5,78,33.6,2.7,62.8,4.62,64.9,Nafion 211,10,0.5M Na2CO3,1.09,0.7,16.86,61.6,39.6,0.00016,1088.568919,0.0197,0.031,4,0.984,critical,1
MEA_0437,2024-04-19 0:00,2617,437,Carbon Paper,RuO2,92.5,43.5,68.5,13,74.2,3.9,56.4,92.1,73.5,12.1,8.1,75,AEM-Sustainion X37,1,1M KOH,1.98,2.3,4.9,57.1,30.9,0.003933,1098.86158,0.0167,0.036,4,0.718,normal,0
MEA_0438,2024-04-19 6:00,2623,438,Carbon Paper,RuO2,18.1,34.7,18.2,17.3,17,27.2,26.1,1.2,62.6,98.6,7.53,46,Nafion 211,5,0.5M Na2CO3,1.01,0.6,29.59,53.8,76.9,0.002371,1105.080713,-0.0002,0.064,4,0.808,normal,0
MEA_0439,2024-04-19 12:00,2629,439,Pt/Graphite,NiFeO2,56.8,16.4,67,45.9,19.5,0.6,69.5,55.3,58.1,78.1,4.55,27.6,AEM-Sustainion X37,10,0.5M H2SO4,2.17,0.6,47.45,58.9,78.7,0.000587,1106.623936,0.0027,0.025,4,0.945,normal,0
MEA_0440,2024-04-19 18:00,2635,440,Pt-Ni/TiO2/CeO2,,91.5,4.8,22.3,14.5,89,97.8,56.7,74.1,74.2,39,3.67,98.1,PEM,5,0.5M Na2CO3,2,1.3,24.77,65.3,39.7,-0.00022,1106.044236,0.0101,0.012,4,0.978,warning,1
MEA_0441,2024-04-20 0:00,2641,441,Pt/C,IrO2,3.4,5.1,51.4,23.5,75,96.6,79.6,48.5,67.5,57.9,3.51,42.9,PEM,20,Buffer+1M KCl,1.46,2.7,45.4,50.6,74.4,0.00198,1111.273416,-0.0095,0.012,4,0.835,normal,0
